Annual_Income,Total_EMI_per_month,Interest_Rate,Num_Credit_Inquiries,Payment_of_Min_Amount,Num_Credit_Card,Num_Bank_Accounts,Credit_History_Age,Num_of_Delayed_Payment,Num_of_Loan,Credit_Mix,Age,Output
19436.305,32.44539432666684,8,0.0,0,2,4,305.0,5.0,4,0,21,2
48854.85000000001,208.98502560833896,16,10.0,2,5,9,163.0,25.0,6,0,23,0
34128.92,118.06685464217024,31,13.0,1,8,6,71.0,22.0,6,0,26,0
66528.24,0.0,11,2.0,2,5,5,221.13820819139417,12.0,0,0,21,1
16410.3,54.57249571365932,33,6.0,2,6,7,77.0,14.0,4,0,46,0
53152.0,127.70629782176292,9,4.0,2,6,3,192.0,16.0,3,1,40,1
41509.62,156.06564783890218,23,10.0,2,8,7,221.13820819139417,20.0,6,1,36,0
17951.3,62.69181676224886,20,8.0,2,4,3,218.0,7.0,7,1,28,1
61876.14,169.98032178861894,13,5.0,2,7,8,132.0,23.0,4,1,41,1
124052.22,179.07554934261097,2,4.0,0,6,2,264.0,2.0,3,0,47,0
31185.98,92.52719105544904,14,5.0,2,6,6,182.0,10.0,4,1,45,1
9365.44,17.842008163423433,22,12.0,2,5,9,177.0,9.0,4,1,38,0
140014.36,348.6203964507333,18,3.0,0,7,3,210.0,10.0,4,1,42,1
8381.195,38.66112650734119,30,6.0,1,5,8,77.0,25.0,8,0,43,1
7908.935,18.17850646713812,32,8.0,2,5,9,221.13820819139417,16.0,3,0,19,0
142639.96,60.28510486975928,16,2.0,2,4,5,188.0,13.0,1,1,41,2
8930.885,33.59607244455133,17,10.0,1,6,10,15.0,21.0,8,0,40,2
69476.14,106.64761168677173,1,4.0,0,6,5,241.0,5.0,3,0,51,1
29608.46,61297.0,31,10.0,2,8,7,179.0,16.0,7,0,21,0
8205.14,47.38657980572962,34,6.0,2,9,9,9.0,25.0,8,0,18,1
123050.2,180.18916915522783,7,0.0,1,3,3,346.0,9.0,3,0,25,0
35760.12,99.85235977419757,33,11.0,2,8,8,145.0,14.0,6,0,40,1
65929.12,64.91669021308391,18,7.0,2,5,6,239.0,5.0,2,1,28,1
57786.48,81.78005165301785,20,4.0,2,6,3,221.13820819139417,15.0,2,1,39,1
147378.96,129.99254988725193,11,0.0,0,4,1,198.0,10.0,2,0,29,1
14981.39,38.11596751942855,5,4.0,0,690,124,383.0,6.0,4,0,37,1
28385.62,88.63125778186499,10,7.0,2,6,4,207.0,9.0,7,0,27,0
25173.5,61.85727128546221,14,7.0,2,134,6,200.0,13.0,3,1,37,1
33662.51,76.80771063176694,9,12.0,2,4,4,375.0,15.0,3,1,18,1
48259.38,64122.0,17,9.0,2,5,8,108.0,9.0,6,1,16,1
124782.2,61.04176845078267,1,2.0,0,3,5,364.0,10.0,1,0,52,2
148678.44,109.17439025538977,1,0.0,0,4,3,191.0,6.0,1,0,50,2
9783.245,52.83913367020968,29,7.0,2,6,8,223.0,18.0,8,0,29,0
53894.12,23.93700874604136,11,2.0,0,4,8,221.13820819139417,20.0,1,0,27,2
44864.55,107.49007996818808,2,1.0,1,7,4,384.0,0.0,4,0,24,0
35171.34,0.0,3,0.0,0,3,1,372.0,9.0,0,0,47,2
28238.45,56.1609124707025,17,2.0,2,5,5,261.0,20.0,3,1,34,1
36354.02,124.90783055983404,32,11.0,2,9,9,139.0,14.0,7,1,44,0
98839.2,71.03874607230401,16,2.0,0,5,6,230.0,8.0,1,1,21,1
55732.68000000001,208.2720117975153,27,10.0,2,8,8,133.0,7.0,5,1,22,0
9695.47,8.39412207325652,20,4.0,0,3,5,221.13820819139417,14.0,2,1,35,1
129758.24,643.9488878634095,17,4.0,2,5,4,87.0,13.0,6,1,29,1
118062.2,0.0,7,1.0,1,1,0,353.0,0.0,0,0,37,2
42846.39,146.5273031373101,22,10.0,2,6,8,153.0,19.0,7,1,19,1
88726.46,161.22424910969863,7,1.0,0,147,2,374.0,4.0,3,0,23,2
99955.08,174.47185739313156,20,4.0,2,4,8,343.0,8.0,4,1,34,1
89338.36,561.1987988677749,10,3.0,0,5,4,234.0,0.0,3,0,41,2
179166.48,138.80174817100493,5,3.0,0,5,1,383.0,1.0,1,0,26,2
38750.41,121.72664063792092,7,0.0,0,5,1,392.0,3.0,4,0,49,2
35292.24,51.65026794977413,8,2.0,0,3,3,267.0,14.0,2,1,35,1
8826.66,46.28852210764735,33,8.0,2,10,10,100.0,25.0,9,0,28,1
14360.31,17.467984982988142,25,12.0,1,6,6,94.0,10.0,2,1,35,0
170008.72,0.0,7,1.0,1,6,3,348.0,11.0,0,0,32,1
115362.96,248.1565801587168,2,4.0,0,3,1,237.0,7.0,4,0,32,1
57651.98,66394.0,7,0.0,0,5,4,359.0,1.0,3,0,35,2
65410.68,299.01111996837034,33,8.0,2,10,9,70.0,18.0,6,0,14,1
76395.28,208.76961300214725,30,10.0,2,8,9,108.0,19.0,5,0,39,0
104744.88,195.0234165716909,8,0.0,0,4,1,323.0,8.0,4,0,24,0
22933.45,38.75600325764032,19,4.0,2,7,8,238.0,14.0,4,1,53,1
18503.85,77.24096384870384,15,7.0,1,7,3,221.13820819139417,9.0,7,0,26,1
65934.22,0.0,7,4.0,2,7,5,221.13820819139417,15.0,0,1,39,1
20188.33,70.46462062296479,30,14.0,2,10,7,87.0,21.0,6,0,17,0
125179.95,0.0,9,6.0,0,3,4,194.0,0.0,0,0,36,0
70014.48,205.5930674477824,18,4.0,2,3,6,287.0,12.0,4,1,41,1
7905.96,33.32043859314186,16,9.0,2,9,9,100.0,20.0,7,0,29,1
14239.41,18.467494165697087,7,10.0,1,3,5,163.0,15.0,2,1,30,1
34493.58,0.0,6,0.0,0,5,1,221.13820819139417,12.0,0,0,21,1
19072.63,60.5142070057509,24,12.0,2,7,8,221.13820819139417,14.0,4,0,15,0
17212.35,15.953524166759104,26,12.0,2,9,8,138.0,18.0,2,0,38,0
67531.72,399.15221909613416,31,8.0,2,8,10,129.0,26.0,8,0,38,1
35842.83,0.0,1,3.0,0,4,3,220.0,9.0,0,0,28,1
39755.36,154.22821150292216,27,11.0,2,10,9,114.0,24.0,9,0,36,0
119094.64,259.64985684896334,15,6.0,2,6,3,289.0,12.0,3,1,37,1
65934.22,0.0,7,4.0,2,7,5,221.13820819139417,14.0,0,1,39,1
35613.25,22.056452543513554,11,3.0,0,5,8,221.13820819139417,10.0,1,0,30,0
31877.72,21.794375249782988,20,4.0,0,6,3,298.0,13.0,1,0,45,1
15361.995,51.74325540998792,10,6.0,2,6,8,126.0,23.0,5,1,32,1
16895.24,29.26888574479901,9,0.0,0,7,0,225.0,9.0,3,0,32,0
68861.36,229.0809607314864,24,7.0,2,8,8,192.0,24.0,5,0,15,0
15293.55,23.75468254208557,18,7.0,2,3,7,231.0,13.0,3,1,30,1
126004.2,355.6436206489915,19,1.0,2,3,5,309.0,13.0,4,0,55,1
58770.12,231.252379548278,30,9.0,2,10,10,79.0,19.0,5,1,18,0
9955.465,15.468790593057706,28,9.0,2,10,166,234.0,8.0,2,0,24,1
177887.8,0.0,3,2.0,0,3,4,318.0,8.0,0,0,33,2
7829.225,37.73561457023335,34,7.0,2,6,9,6.0,15.0,9,0,15,1
125854.12,171.77275815281132,12,6.0,2,4,6,270.0,11.0,3,0,19,1
19243.32,53.813877691983926,7,8.0,1,7,6,131.0,11.0,4,1,14,1
72936.68,51.67217487530971,12,0.0,0,2,0,378.0,9.0,1,0,40,2
20502.64,87.46214102385784,28,15.0,2,10,8,22.0,19.0,8,0,32,1
77470.14,65.55683764358271,6,3.0,0,1,1,366.0,1.0,2,0,35,1
18897.13,87.47634547871667,32,6.0,2,7,9,125.0,14.0,8,0,44,1
30616.07,0.0,3,3.0,0,2,1,347.0,2.0,0,0,30,1
175972.0,285.6316023398373,3,3.0,0,4,3,286.0,2262.0,1274,0,47,1
12686969.0,28.520109545538048,1,6.0,0,5,6,285.0,15.0,2,0,27,2
85710.48,174.3188286211691,5,4.0,0,4,6,201.0,20.0,3,0,49,2
104946.48,12532.0,11,3.0,1,3,3,209.0,5.0,4,0,42,2
96108.54,0.0,12,0.0,0,4,5,238.0,2.0,0,0,43,1
56831.76,37.50499252116236,6,2.0,1,6,5,354.0,18.0,1,1,36,1
75520.47,167.791468538491,13,4.0,2,7,4,270.0,12.0,4,1,50,1
59695.36,274.95957527412776,22,12.0,2,8,6,221.13820819139417,18.0,6,0,43,1
32424.34,0.0,5,4.0,2,5,3,221.0,20.0,0,1,27,1
13032.705,28.85989008357431,3,0.0,0,6,5,305.0,17.0,4,0,18,2
16198.305,14.35014610230254,4,0.0,0,7,4,371.0,5.0,2,0,24,1
80377.68,60534.0,28,12.0,2,7,10,94.0,16.0,5,0,45,0
85768.98,0.0,8,2.0,0,1,2,275.0,4.0,0,0,51,2
60284.16,67.92957510218618,2,9.0,0,4,0,367.0,4.0,2,0,52,0
78858.4,108.94280036682171,16,8.0,1,5,4,174.0,20.0,2,1,17,1
74380.96,203.08230783905108,27,7.0,1,6,4,232.0,8.0,4,1,18,0
29487.25,243.560539339787,16,9.0,2,3,7,338.0,20.0,3,1,17,0
61451.04,143.61748714152918,11,8.0,2,5,6,174.0,20.0,5,1,37,0
70590.98,61.84529519186657,4,1.0,0,4,4,250.0,1.0,2,0,34,2
134978.24,662.7777405037292,15,5.0,2,5,8,321.0,15.0,2,1,37,2
8504.55,26.610876770744703,23,6.0,2,6,8,24.0,24.0,7,0,28,0
34230.0,151.07086465631244,29,8.0,2,9,10,73.0,15.0,8,0,19,1
16838.82,126.11418092317096,19,10.0,2,8,10,221.13820819139417,18.0,9,0,30,2
3027467.0,47.53552962304808,9,784.0,0,6,3,267.0,16.0,2,1,20,1
39277.22,88.28071513793499,27,10.0,2,7,7,65.0,15.0,5,0,17,1
59692.58,40802.0,18,6.0,2,3,4,219.0,19.0,4,1,46,1
20758.54,22.557217437788964,20,11.0,2,9,3,221.13820819139417,12.0,2,1,31,0
122069.01,276.6254904405113,6,4.0,1,5,4,371.0,14.0,4,0,29,1
139702.24,0.0,7,3.0,0,1,4,380.0,4.0,0,0,35,2
34769.18,15.57206019267749,3,0.0,0,3,4,267.0,3.0,1,0,55,2
17816.79,54.01042940644318,31,7.0,2,5,6,141.0,18.0,5,0,30,1
144962.44,229.0478454248142,8,0.0,2,6,7,373.0,13.0,3,1,42,1
82700.32,392.1143331413683,17,12.0,2,8,8,142.0,16.0,6,0,31,1
52384.83,265.51672699377565,20,9.0,2,5,9,85.0,17.0,7,0,42,0
25744.12,41437.0,14,1.0,0,4,6,305.0,17.0,1,0,35,1
129299.0,0.0,6,6.0,0,2,1,375.0,1.0,0,0,41,2
8272.2,43.14745659876899,27,12.0,2,8,10,140.0,23.0,7,0,38,0
94934.94,289.8410539850042,3,0.0,0,5,2,280.0,11.0,4,0,36,1
83722.16,157.9707494237666,1,4.0,0,3,3,197.0,4.0,3,0,26,2
36496.38,13096.0,30,10.0,2,3,8,72.0,18.0,3,1,23,0
29880.29,0.0,14,1.0,2,6,4,370.0,16.0,0,1,22,1
38868.12,27.36660346313619,1,3.0,0,4,3,295.0,4.0,1,0,27,2
60390.8,64.63369949838587,9,1.0,0,5,3,312.0,12.0,2,0,50,1
10503.925,17.608191570210682,19,0.0,2,7,3,255.0,15.0,4,0,22,1
18946.07,75.92936419429839,28,8.0,2,10,9,171.0,24.0,5,0,24,0
150339.96,219.48129499072647,10,3.0,0,2,1,274.0,4.0,3,0,52,2
178088.4,341.7256607676155,11,0.0,0,4,5,222.0,11.0,3,0,42,1
83204.52,276.87481319761883,29,12.0,1,10,8,152.0,17.0,5,0,20,1
54525.94,131.08037267198603,10,8.0,2,5,3,264.0,14.0,4,1,35,1
129067.59,389.3056724525229,1,0.0,0,3,1,221.13820819139417,5.0,4,0,25,2
29901.97,42.43430890767929,7,1.0,0,4,3,264.0,9.0,2,0,27,0
95933.68,361.8671108749424,15,5.0,2,5,4,95.0,10.0,7,1,23,1
60303.3,63.95089190358508,25,6.0,2,6,10,162.0,14.0,2,0,35,0
85954.42,128.55523344072628,5,3.0,0,7,0,367.0,11.0,3,0,55,2
17516968.0,0.0,19,2.0,2,6,3,384.0,7.0,0,1,42,1
63617.92,257.52379720858227,30,9.0,2,9,6,78.0,18.0,7,1,34,0
68690.08,380.78807446221833,19,7.0,2,8,7,221.13820819139417,24.0,9,0,34,0
11834.645,11.089574893795469,10,10.0,1,7,5,162.0,14.0,2,0,23,1
33032.46,35.275234367572835,20,8.0,2,7,8,184.0,13.0,2,1,31,1
35518.98,84.75534306438306,9,8.0,2,6,8,134.0,16.0,3,1,41,2
27269.1,19.6229505924858,9,3.0,0,3,3,243.0,14.0,1,1,32,0
17357.205,40.97949324953564,1,2.0,0,4,1,358.0,11.0,4,0,52,1
76804.72,774.4483166238817,16,8.0,2,9,9,221.13820819139417,21.0,8,0,30,1
98983.17,481.24257863649706,5,7.0,2,4,4,284.0,19.0,3,1,35,2
12613.92,16.941902672805586,13,3.0,2,6,4,383.0,17.0,3,1,22,2
71565.54,140.5834784057304,10,3.0,0,5,8,259.0,17.0,3,0,33,2
164861.36,0.0,11,1.0,0,3,4,225.0,0.0,0,0,18,1
77597.7,50521.0,3,2.0,0,5,4,221.13820819139417,8.0,4,0,24,1
118884.0,0.0,8,3.0,0,6,5,255.0,3.0,0,0,44,1
128847.0,197.0399431886771,8,3.0,0,4,5,252.0,9.0,2,0,28,0
137097.8,213.7418690255677,5,3.0,0,7,4,350.0,6.0,3,0,48,2
64613.32,235.43878786463864,33,9.0,2,7,10,128.0,18.0,5,1,42,0
87671.6,195.77510963516343,12,8.0,2,3,7,167.0,15.0,4,1,34,1
134038.64,187.9711116102856,18,6.0,2,3,6,212.0,17.0,2,1,32,1
798587.0,25509.0,33,8.0,2,8,10,109.0,17.0,8,0,14,0
15335.895,35.37127954090837,12,6.0,0,7,0,279.0,0.0,3,0,37,2
21818.285,30.133133223380646,12,3.0,0,2,2,302.0,6.0,2,0,55,1
18292.21,103.58768147436204,25,8.0,2,7,8,77.0,19.0,7,0,33,1
90182.31,139.39918446028773,12,4.0,0,3,0,184.0,2.0,3,0,23,0
35615.68,0.0,8,5.0,0,3,2,346.0,7.0,0,0,41,0
31820.56,17.299831962391277,8,2.0,2,6,7,305.0,14.0,1,1,34,1
8169.385,20.364334404006748,17,6.0,2,5,8,85.0,19.0,5,0,43,1
53860.98,0.0,15,6.0,2,7,4,189.0,8.0,0,1,44,1
101275.8,0.0,6,10.0,2,7,4,392.0,8.0,0,1,35,2
14293.6,66.88854173491038,32,11.0,2,5,6,160.0,21.0,6,0,19,0
35032.66,150.5000972995266,33,10.0,2,6,10,132.0,17.0,7,0,46,0
39576.59,124.31083909356008,2,1.0,0,7,0,232.0,14.0,4,0,29,0
110525.97,267.33518041511843,9,8.0,2,7,7,104.0,16.0,5,1,31,1
28033.88,100.70806195658272,32,7.0,2,10,8,221.13820819139417,24.0,8,0,36,1
58110.06,277.4881515078873,30,8.0,2,8,7,169.0,19.0,6,0,34,1
17891.16,76.92303388526908,27,8.0,2,9,10,102.0,18.0,8,0,23,0
54239.94,275.896875503053,29,11.0,2,7,9,89.0,18.0,7,0,32,1
135550.88,203.49490604936543,9,3.0,0,3,3,279.0,10.0,3,0,27,1
107808.63,347.4841036542959,19,4.0,0,7,4,366.0,19.0,4,1,34,1
147848.64,363.8663970157242,3,1.0,1,4,0,356.0,0.0,3,0,47,2
9759.375,55.939189207851385,24,9.0,2,9,7,104.0,21.0,8,0,44,0
44620.48,31.53785549714662,10,6.0,2,4,7,341.0,16.0,1,1,26,1
19190.67,54.14745922336186,7,8.0,2,3,7,184.0,18.0,5,1,22,0
20833.08,67.48557378110357,17,8.0,2,5,4,140.0,8.0,5,0,26,1
12167.22,97.3170875097425,15,6.0,2,7,5,212.0,8.0,0,1,27,1
70939.34,165.11230176229185,14,7.0,2,6,5,219.0,13.0,3,1,30,1
43504.07,53.4283374998532,2,2.0,0,4,5,365.0,6.0,2,0,53,1
8213.68,33.642367411365264,14,11.0,2,1131,5,176.0,7.0,6,1,22,1
41848.26,31.72574557145813,11,2.0,0,7,8,389.0,17.0,1,1,26,1
70014.48,205.5930674477824,18,4.0,2,3,6,293.0,11.0,4,0,42,1
30628.83,45.32847461635155,20,6.0,2,5,4,144.0,9.0,2,1,28,1
31237.94,60.23501520937828,2,0.0,0,5,5,318.0,6.0,3,0,44,0
34134.78,195.5160024874414,25,15.0,2,7,8,170.0,20.0,7,1,38,1
64845.8,75.91347210013355,12,6.0,2,6,5,72.0,11.0,2,1,26,1
59868.93000000001,104.62203778290493,9,0.0,0,7,4,341.0,11.0,4,0,23,2
87786.15,69.43241361193164,13,10.0,2,5,5,212.0,16.0,1,0,14,1
56039.7,128.64099867263917,9,4.0,0,5,2,218.0,10.0,4,0,20,1
91516.44,237.86541697410573,12,4.0,1,4,2,200.0,6.0,4,0,50,2
24444.2,76.60697244447836,12,9.0,2,756,8,178.0,8.0,6,1,15,1
52984.53,291.2091440463247,16,10.0,2,7,8,142.0,23.0,8,0,25,1
15328.665,0.0,1,3.0,0,7,5,279.0,10.0,0,0,34,2
35165.46,0.0,18,3.0,0,6,5,243.0,18.0,0,0,26,2
20975.4,16.19679223168702,9,1.0,0,3,2,288.0,11.0,1,0,27,1
19569.27,64.0249791829084,33,7.0,2,6,10,6.0,19.0,5,0,19,1
47521.56,163.76370573946443,10,6.0,2,4,3,154.0,12.0,5,1,40,1
40626.05,53.88119413126728,4,3.0,0,4,1,211.0,8.0,3,0,19,2
74450.88,120.84655218492288,19,8.0,2,4,6,237.0,17.0,3,1,32,1
20914.47,25.958244769702283,16,7.0,2,5,8,152.0,14.0,2,0,32,0
49497.34,151.74342119737454,8,1.0,0,4,8,295.0,14.0,4,0,52,1
49790.5,43202.0,15,1.0,0,5,6,204.0,7.0,2,1,56,1
66120.99,95.35810191886792,20,0.0,0,4,7,212.0,14.0,2,1,48,1
9173.61,47.16196424155858,22,7.0,1,6,8,71.0,10.0,7,1,20,0
33427.13,0.0,4,4.0,0,2,4,365.0,6.0,0,0,45,2
30371.74,96.88485647841736,3,3.0,0,4,3,342.0,10.0,4,0,35,1
51715.68000000001,44387.0,15,11.0,2,8,8,102.0,24.0,7,0,32,1
18226.13,61.35256821747503,15,4.0,2,3,8,233.0,18.0,5,1,18,0
51093.12,246.088595517438,25,9.0,2,9,8,221.13820819139417,20.0,6,0,46,1
77854.26,92.7077226874598,11,0.0,0,4,3,267.0,13.0,2,0,19,1
85498.65,151.79527713902138,14,2.0,2,3,3,203.0,17.0,3,1,53,1
29508.41,16.547212199490982,9,4.0,0,4,7,235.0,11.0,1,1,54,1
14520.69,68.39617127226113,32,6.0,2,10,7,72.0,23.0,7,0,28,1
15048753.0,97.75807093529345,10,3.0,0,5,2,393.0,12.0,3,0,55,2
56135.76,78.06849718311086,20,4.0,0,6,3,186.0,16.0,2,1,45,1
18327.97,23.823110550113203,34,12.0,2,5,10,221.0,9.0,3,1,26,0
33355.81,31.72184718159448,12,4.0,2,5,6,213.0,17.0,2,1,39,1
66022.26,94.49613780258164,12,7.0,0,4,1,306.0,10.0,3,0,20,2
83627.12,189.56363240412887,9,8.0,1,7,6,101.0,18.0,3,1,45,1
21298.53,65.54582361030289,17,0.0,0,5,4,241.0,17.0,4,1,29,2
14383.03,51.36447606715608,29,7.0,2,10,8,138.0,14.0,5,0,28,0
61358.66,32.86621769440508,7,4.0,1,3,4,232.0,18.0,1,0,46,2
38197.25,44.12466475857941,9,6.0,0,6,1,283.0,10.0,2,0,19,1
40457.96,0.0,6,0.0,0,6,0,221.13820819139417,6.0,0,0,53,0
55604.31,206.85652477112143,21,11.0,2,5,8,79.0,18.0,6,0,44,0
95529.28,330.85710980663475,12,5.0,2,321,8,198.0,19.0,6,1,21,0
77253.54,85.98323032673036,12,6.0,1,7,2,221.13820819139417,5.0,2,0,23,1
70058.88,608.5196787221381,9,1.0,0,4,7,378.0,15.0,0,1,37,1
19677.0,176.04128452662565,30,8.0,1,5,9,241.0,14.0,5,0,42,0
42900.21,111.20931082610218,17,4.0,2,5,8,118.0,14.0,4,1,29,0
15724.04,84.28014672882007,19,12.0,2,5,10,167.0,18.0,8,0,25,0
9149.5,45.24387351816791,15,13.0,2,5,10,105.0,16.0,6,0,16,0
33775.16,320.6920107634249,28,1456.0,2,10,9,138.0,21.0,6,0,32,1
9863.53,45.42488737072966,29,9.0,1,7,6,53.0,21.0,8,0,33,0
41467.22,198.3720163350333,18,15.0,2,10,6,164.0,23.0,9,0,28,0
46679.76,74.41370181605484,8,6.0,2,4,5,68.0,22.0,3,1,15,1
62799.48,271.3578728226633,32,7.0,2,8,9,33.0,21.0,9,0,46,1
80942.22,0.0,11,6.0,0,1,5,378.0,2.0,0,0,48,2
109905.96,90.5828662753115,8,1.0,2,4,8,246.0,16.0,1,1,24,0
48780.56,0.0,16,6.0,2,5,4,230.0,20.0,0,1,22,1
18066506.0,189.3057443706347,15,3.0,2,3,8,198.0,10.0,3,1,44,1
139711.0,560.7084619805022,15,8.0,2,7,6,164.0,10.0,6,0,33,0
20877.69,58.4222463239445,16,5.0,0,3,8,282.0,14.0,4,1,39,1
27964.68,52.44953077713148,6,1.0,0,3,8,248.0,14.0,4,1,38,1
43108.4,0.0,8,5.0,0,6,3,343.0,11.0,0,0,37,2
18268.61,42.07877620917242,6,6.0,2,4,3,309.0,14.0,4,1,50,1
10046.24,37.81532035050532,16,9.0,2,6,6,182.0,18.0,5,0,28,0
77883.54000000001,0.0,6,6.0,0,7,3,367.0,9.0,0,0,36,2
66095.88,822.9967543641145,10,8.0,2,4,7,97.0,14.0,4,1,36,2
16050.73,51.66243324119502,10,7.0,2,3,8,221.13820819139417,8.0,4,1,24,0
92565.81,55.26199672002035,14,0.0,0,5,4,192.0,13.0,1,1,27,1
32438.59,38.481829065943366,2,4.0,0,4,3,197.0,17.0,2,0,29,2
83403.2,287.1935286177884,25,6.0,1,8,9,236.0,20.0,6,0,16,0
23079.29,45.55427580511181,8,6.0,0,5,3,315.0,13.0,3,0,48,1
112400.24,203.5175635214429,19,4.0,2,7,7,391.0,14.0,4,1,51,1
34428.72,130.01871672380233,9,6.0,2,3,4,95.0,18.0,5,1,28,0
32414.26,34.318058173366644,20,5.0,2,5,7,160.0,16.0,2,0,42,1
17638.365,9.986938807921495,2,1.0,0,1,5,261.0,3.0,1,0,42,2
93226.5,244.4259082809272,6,3.0,0,749,5,352.0,6.0,4,0,28,2
16618.17,21.097100510407188,17,11.0,2,9,6,240.0,18.0,2,1,25,0
18426.025,78.42828579099908,14,8.0,2,6,6,149.0,19.0,6,1,21,1
34480.2,54970.0,5,6.0,2,4,7,209.0,11.0,0,0,30,1
11586.36,10.858205330875094,17,6.0,2,5,5,217.0,14.0,2,1,25,1
31100.49,82.70219340404603,3,2.0,0,4,3,311.0,4.0,4,0,19,0
75490.22,42.19111810979919,2,6.0,1,2,1,397.0,10.0,1,0,49,1
132552.16,77.07980746059678,11,3.0,0,6,3,246.0,6.0,1,0,37,2
23363.33,38.08515391379478,19,2.0,1,3,5,393.0,14.0,2,1,24,1
19777.05,29.045533320072103,3,1.0,0,3,5,266.0,3.0,3,0,34,0
60725.28,37.94909505414184,19,4.0,2,3,3,225.0,11.0,1,1,48,1
44599.14,83.75037957868395,4,4.0,0,7,0,221.13820819139417,14.0,3,0,36,1
43568.84,27.816261119818112,5,1.0,0,7,5,330.0,9.0,1,0,22,1
45461.54,69.31834886302312,5,343.0,0,3,6,196.0,14.0,2,1,48,1
77565.56999999999,118.67059845713756,8,1.0,0,5,3,393.0,21.0,3,0,44,2
60162.1,220.2137267039484,5,9.0,2,7,5,221.13820819139417,11.0,7,1,26,1
35462.52,75.22703204859808,31,8.0,2,9,8,98.0,17.0,4,0,40,0
82616.56,146.59056325938127,5,1.0,0,7,6,316.0,17.0,4,1,24,1
38533.76,0.0,1,3.0,0,3,4,363.0,9.0,0,0,47,0
32146.13,24.73686007413482,12,3.0,0,7,0,347.0,13.0,1,0,46,1
93169.92,112.34029768600637,18,1.0,2,7,6,322.0,12.0,2,0,29,1
14634.1,47.83549587120697,20,12.0,2,7,10,78.0,15.0,6,0,34,0
56455.35000000001,415.6072332786076,20,12.0,2,9,9,77.0,24.0,9,0,24,1
165002.4,123.58133652852656,9,0.0,0,274,4,242.0,6.0,1,0,47,2
47400.2,0.0,5,5.0,2,7,8,328.0,9.0,0,0,45,2
122543.56,349.48077196800506,18,3.0,0,6,151,338.0,19.0,4,1,26,1
46036.35000000001,146.4016503912428,19,8.0,2,6,148,176.0,16.0,5,0,26,0
54539.52,189.91950188805697,30,11.0,2,5,8,74.0,24.0,5,0,25,1
17785.93,14.921846853149988,1,6.0,0,7,3,310.0,9.0,2,0,34,1
14383.03,51.36447606715608,29,7.0,2,10,8,141.0,24.0,5,0,28,0
58145.22,82.44172213861404,9,4.0,0,7,4,352.0,0.0,2,0,36,1
10234.39,26.99631557679216,6,0.0,0,6,4,192.0,13.0,4,1,40,1
8333.545,37.84543765918711,20,7.0,2,4,3,190.0,16.0,6,1,29,0
41597.89,0.0,6,4.0,0,1,4,217.0,11.0,0,0,28,2
43268.79,60.25966412457921,10,5.0,0,1,0,272.0,5.0,3,0,37,2
9026.645,31.38186538858564,17,7.0,2,8,8,149.0,12.0,6,0,38,0
86776.59,128.30784380914548,16,1.0,1,7,1268,284.0,10.0,3,1,48,0
34797.74,56.27407815906147,7,1.0,2,379,6,377.0,12.0,3,1,27,1
10062.82,23.83120523507866,18,15.0,2,7,10,105.0,8.0,5,1,15,0
16436.66,77.91293446628192,34,10.0,2,9,10,85.0,21.0,6,0,33,0
17340.775,20.39717672193209,10,1.0,2,5,6,209.0,14.0,2,1,24,1
105151.32,0.0,11,9.0,2,3,6,373.0,15.0,0,1,23,2
33768.35,29.059799463278555,10,3.0,0,6,6,220.0,9.0,2,0,34,1
15950.66,63.85540142023863,26,8.0,2,8,9,189.0,14.0,9,0,34,0
32200.64,140.7938649847458,17,10.0,2,5,9,96.0,16.0,7,0,38,0
108312.64,169.5991975127609,7,6.0,0,3,4,384.0,18.0,2,0,43,0
35023.49,52.66554536265468,18,4.0,2,4,3,377.0,12.0,3,1,25,1
26450.59,73.67019025318037,20,1.0,0,6,5,339.0,18.0,1150,1,37,1
81049.77,72.01693628307022,7,3.0,0,6,7,188.0,19.0,2,0,49,2
32473.32,136.2291007799522,6,4.0,2,3,7,104.0,19.0,6,1,36,1
35511.53,69.96656223184304,20,6.0,2,4,6,295.0,17.0,3,1,28,1
11954.335,7.9258761282951795,18,5.0,2,6,5,206.0,12.0,1,1,38,0
13913.795,24.63645068825372,11,0.0,2,4,7,221.13820819139417,15.0,3,1,28,1
142106.96,0.0,19,2.0,0,3,6,272.0,17.0,0,1,25,2
48302.48,35.748675313338154,10,1.0,1,4,4,289.0,13.0,1,0,24,0
33729.28,129.48258896143844,27,11.0,2,8,6,57.0,25.0,9,0,18,1
21039.8,0.0,10,2.0,0,5,4,221.13820819139417,11.0,0,0,19,1
161066.88,523.143836732633,1,0.0,0,3,1,369.0,11.0,4,0,34,1
60287.61,663.6382548398535,33,10.0,2,9,10,161.0,27.0,6,0,25,2
105295.08,178.3674403034312,7,6.0,0,3,2,334.0,2.0,4,0,52,0
29648.86,340.69471848649096,15,6.0,2,5,3,355.0,20.0,3,1,26,2
15160.61,37.4243197946215,7,4.0,0,52,3,380.0,3.0,4,0,23,0
97414.8,84.63705086891575,12,3.0,1,3,8,237.0,9.0,2,1,21,1
15754.53,50.60352426936799,22,11.0,2,9,9,157.0,20.0,7,1,41,1
45207.54,148.91327341500903,24,9.0,2,8,8,197.0,22.0,6,0,42,0
71735.48,144.54006046544487,8,2.0,2,3,8,237.0,20.0,3,1,44,1
